math_marks,science_marks,social_marks,english_marks,hobby,activity,logic_score,creative_score,leadership_score,stream
77,69,87,74,Technical,Robotics,4,2,5,Science
81,50,49,65,Literary,Volunteering,2,1,2,Humanities
77,78,72,100,Technical,Volunteering,5,4,3,Science
49,75,69,77,Technical,Robotics,1,3,2,Science
84,50,91,76,Business,Finance Club,2,5,2,Commerce
61,87,60,56,Technical,Volunteering,4,1,5,Science
58,56,100,61,Literary,Debating,1,5,4,Humanities
62,90,57,90,Artistic,Drama,3,5,1,Humanities
88,87,57,62,Business,Finance Club,4,1,3,Science
83,64,66,79,Technical,Robotics,3,2,5,Science
83,86,71,76,Technical,Volunteering,4,5,1,Science
77,74,89,88,Artistic,Drama,3,4,1,Humanities
78,67,77,90,Literary,Debating,5,3,5,Humanities
68,81,61,76,Technical,Robotics,5,3,5,Science
57,69,92,75,Artistic,Volunteering,1,4,1,Humanities
52,64,69,60,Literary,Drama,1,2,1,Humanities
65,77,67,43,Business,Finance Club,4,2,3,Commerce
69,60,70,64,Technical,Volunteering,1,1,4,Science
82,77,62,70,Technical,Robotics,4,3,5,Science
82,78,74,78,Literary,Volunteering,4,4,4,Humanities
76,63,59,47,Business,Volunteering,3,1,4,Commerce
78,74,84,69,Artistic,Debating,4,5,5,Humanities
74,64,59,57,Literary,Volunteering,3,1,2,Science
74,82,74,74,Technical,Volunteering,4,2,4,Science
88,74,64,70,Technical,Volunteering,4,3,4,Science
85,86,61,69,Artistic,Volunteering,4,4,5,Science
70,42,58,78,Business,Volunteering,2,2,4,Commerce
85,99,66,74,Technical,Volunteering,5,2,1,Science
66,89,63,58,Business,Volunteering,4,2,4,Science
74,88,71,81,Technical,Robotics,5,2,1,Science
67,61,89,81,Literary,Drama,1,4,4,Humanities
66,56,78,76,Artistic,Volunteering,1,3,2,Humanities
76,96,83,97,Business,Volunteering,4,4,5,Commerce
85,98,72,76,Business,Finance Club,4,3,2,Science
80,89,57,77,Technical,Volunteering,3,1,1,Science
46,60,87,92,Artistic,Drama,2,5,5,Humanities
51,62,62,55,Artistic,Drama,2,1,4,Humanities
90,58,61,59,Business,Finance Club,2,1,2,Commerce
100,73,55,75,Business,Finance Club,4,3,3,Commerce
71,82,76,78,Artistic,Volunteering,5,4,1,Humanities
74,74,86,72,Literary,Volunteering,1,4,3,Humanities
76,63,49,80,Technical,Volunteering,2,2,1,Science
65,67,83,67,Business,Finance Club,1,3,1,Commerce
72,79,73,80,Technical,Volunteering,4,5,2,Science
61,80,65,78,Technical,Robotics,2,3,3,Science
100,79,51,78,Business,Entrepreneurship,5,2,1,Science
74,73,64,94,Literary,Debating,1,4,5,Humanities
48,83,69,61,Business,Finance Club,1,2,1,Commerce
80,55,72,81,Artistic,Volunteering,2,5,2,Humanities
50,85,69,66,Business,Entrepreneurship,2,2,4,Commerce
83,52,64,58,Artistic,Debating,1,2,2,Humanities
84,76,74,52,Technical,Robotics,5,5,2,Science
72,70,77,77,Business,Entrepreneurship,2,1,5,Commerce
74,67,55,73,Business,Entrepreneurship,1,1,4,Commerce
69,74,75,62,Artistic,Debating,2,3,1,Humanities
61,63,80,75,Technical,Volunteering,1,1,3,Science
81,55,69,68,Business,Finance Club,3,4,5,Commerce
66,78,71,85,Artistic,Volunteering,1,5,4,Humanities
67,80,76,96,Literary,Debating,3,4,5,Humanities
68,57,81,72,Business,Finance Club,2,3,1,Commerce
87,65,73,82,Technical,Volunteering,5,4,1,Science
76,58,67,82,Artistic,Debating,1,5,2,Humanities
71,60,78,59,Technical,Robotics,5,1,5,Science
63,76,88,96,Artistic,Debating,2,5,3,Humanities
78,90,66,62,Technical,Robotics,3,4,3,Science
51,65,59,83,Artistic,Volunteering,1,3,1,Humanities
83,91,69,91,Technical,Robotics,4,5,1,Science
73,75,76,76,Literary,Debating,4,3,5,Humanities
68,85,95,83,Artistic,Debating,2,5,2,Humanities
91,72,84,99,Technical,Robotics,4,5,4,Science
69,71,80,76,Artistic,Debating,2,3,5,Humanities
58,66,77,96,Technical,Volunteering,5,5,3,Humanities
44,60,75,91,Literary,Drama,1,2,4,Humanities
65,50,76,81,Business,Volunteering,3,4,5,Commerce
48,54,56,91,Business,Volunteering,1,3,5,Commerce
86,81,66,52,Technical,Robotics,4,2,4,Science
91,43,93,76,Artistic,Debating,1,5,3,Humanities
78,79,85,65,Business,Finance Club,4,4,3,Commerce
96,55,100,70,Artistic,Debating,5,2,4,Humanities
78,68,78,76,Technical,Volunteering,4,4,5,Science
70,80,79,89,Business,Entrepreneurship,3,4,1,Humanities
61,57,56,87,Technical,Robotics,1,4,3,Science
74,64,77,87,Artistic,Volunteering,3,4,3,Humanities
81,87,58,92,Technical,Volunteering,4,4,4,Science
78,69,58,85,Business,Entrepreneurship,2,5,1,Humanities
68,51,92,69,Business,Entrepreneurship,1,2,4,Commerce
65,83,90,77,Artistic,Volunteering,2,4,2,Humanities
64,71,77,67,Technical,Robotics,1,4,1,Science
64,92,83,85,Technical,Robotics,2,4,1,Science
76,71,59,67,Technical,Robotics,5,1,5,Science
78,93,74,78,Business,Entrepreneurship,4,4,5,Commerce
88,53,94,59,Business,Entrepreneurship,1,2,4,Commerce
85,73,87,100,Technical,Robotics,4,3,4,Science
73,56,79,81,Literary,Volunteering,1,4,5,Humanities
99,88,75,87,Technical,Robotics,5,4,3,Science
68,78,85,85,Literary,Volunteering,4,5,5,Humanities
57,64,83,97,Artistic,Drama,1,5,3,Humanities
72,91,77,71,Artistic,Debating,3,4,5,Humanities
91,85,73,86,Business,Finance Club,3,5,3,Commerce
62,67,68,85,Business,Entrepreneurship,2,5,3,Humanities
86,81,100,60,Technical,Volunteering,4,2,5,Science
71,83,53,68,Literary,Volunteering,3,1,2,Science
68,82,69,67,Technical,Volunteering,3,2,2,Science
59,80,77,80,Technical,Volunteering,2,3,2,Science
79,72,73,53,Technical,Robotics,5,3,3,Science
72,78,63,51,Business,Finance Club,4,3,4,Commerce
63,66,74,78,Business,Volunteering,1,4,4,Commerce
77,100,54,59,Business,Entrepreneurship,5,1,1,Science
77,84,61,69,Literary,Drama,4,4,2,Humanities
85,79,67,72,Technical,Volunteering,4,4,1,Science
74,66,84,76,Business,Finance Club,2,5,4,Commerce
91,89,66,80,Technical,Volunteering,5,5,1,Science
100,77,66,65,Technical,Volunteering,5,3,1,Science
83,80,68,80,Artistic,Debating,3,2,1,Humanities
62,76,76,85,Technical,Volunteering,2,2,4,Science
72,78,82,71,Artistic,Drama,4,1,5,Humanities
71,67,77,83,Literary,Debating,3,4,3,Humanities
75,71,74,83,Literary,Drama,2,3,4,Humanities
72,61,66,81,Technical,Volunteering,3,4,5,Science
69,73,76,68,Business,Volunteering,1,1,5,Commerce
75,95,80,54,Business,Volunteering,5,2,3,Science
73,85,76,77,Technical,Robotics,3,2,2,Science
77,71,80,62,Technical,Robotics,1,2,1,Science
73,66,66,82,Technical,Robotics,4,3,4,Science
80,43,87,98,Artistic,Volunteering,1,5,1,Humanities
96,77,84,71,Literary,Debating,4,3,2,Humanities
80,83,86,65,Technical,Robotics,4,3,5,Science
90,77,83,83,Technical,Volunteering,4,5,3,Science
63,71,88,86,Literary,Debating,1,4,5,Humanities
79,66,75,87,Artistic,Drama,2,5,5,Humanities
83,91,71,75,Business,Finance Club,4,5,3,Commerce
92,82,70,67,Technical,Volunteering,5,1,3,Science
75,84,59,64,Technical,Volunteering,5,1,4,Science
65,87,64,69,Technical,Robotics,4,2,2,Science
77,78,81,67,Business,Entrepreneurship,3,2,5,Commerce
80,77,67,83,Artistic,Debating,3,4,1,Humanities
62,43,64,84,Literary,Debating,1,3,4,Humanities
90,67,83,50,Technical,Volunteering,4,1,1,Science
80,71,79,85,Artistic,Debating,2,4,1,Humanities
72,70,70,71,Literary,Debating,1,1,3,Humanities
80,61,68,67,Literary,Drama,3,1,4,Humanities
90,77,88,83,Business,Entrepreneurship,4,5,5,Commerce
78,99,100,78,Technical,Volunteering,4,5,4,Science
67,72,79,67,Business,Entrepreneurship,3,1,4,Commerce
58,47,81,84,Business,Finance Club,1,4,2,Humanities
85,88,64,70,Technical,Volunteering,5,4,2,Science
83,91,52,59,Literary,Volunteering,4,1,1,Science
83,91,64,65,Business,Volunteering,5,1,4,Science
84,77,67,92,Technical,Robotics,4,4,1,Science
68,55,68,68,Business,Volunteering,3,2,1,Commerce
59,78,56,50,Artistic,Drama,2,1,3,Humanities
69,79,68,94,Artistic,Debating,3,4,5,Humanities
61,73,88,81,Artistic,Debating,4,5,4,Humanities
75,78,56,95,Technical,Robotics,5,4,3,Science
88,76,82,84,Artistic,Drama,3,4,3,Humanities
100,60,64,84,Literary,Drama,4,5,3,Humanities
76,85,81,76,Artistic,Debating,4,3,5,Humanities
61,73,76,81,Business,Volunteering,2,4,1,Humanities
73,76,71,93,Literary,Debating,5,5,3,Humanities
60,100,78,92,Artistic,Debating,5,5,5,Humanities
84,68,70,71,Business,Finance Club,1,1,4,Commerce
55,53,100,81,Artistic,Debating,1,5,5,Humanities
57,59,83,66,Technical,Volunteering,1,3,5,Commerce
63,89,52,83,Technical,Robotics,1,2,3,Science
76,81,62,77,Artistic,Volunteering,2,4,2,Humanities
68,66,61,75,Artistic,Volunteering,1,3,2,Humanities
100,81,67,95,Technical,Robotics,4,4,1,Science
76,84,59,56,Business,Entrepreneurship,3,3,1,Science
59,79,77,65,Artistic,Volunteering,2,1,4,Humanities
61,65,95,61,Business,Finance Club,1,1,4,Commerce
80,80,86,96,Technical,Robotics,5,5,3,Science
62,69,75,83,Business,Entrepreneurship,1,4,3,Commerce
80,87,58,80,Artistic,Debating,5,3,3,Humanities
80,91,67,58,Technical,Robotics,5,2,5,Science
58,62,55,62,Literary,Volunteering,1,1,3,Humanities
74,81,89,76,Artistic,Debating,3,4,4,Humanities
61,45,81,99,Artistic,Volunteering,1,4,5,Humanities
84,78,59,66,Technical,Robotics,5,1,3,Science
92,80,84,84,Technical,Volunteering,5,5,4,Science
86,70,75,80,Artistic,Debating,2,4,1,Humanities
72,87,66,91,Technical,Volunteering,4,4,2,Science
73,63,68,59,Literary,Drama,2,2,2,Humanities
54,60,74,55,Literary,Volunteering,1,1,1,Humanities
56,74,76,58,Literary,Volunteering,2,2,5,Humanities
71,64,63,87,Technical,Robotics,1,4,1,Science
83,76,89,92,Technical,Volunteering,5,5,2,Science
74,92,86,97,Literary,Drama,2,5,5,Humanities
73,65,75,64,Technical,Robotics,4,3,3,Science
83,57,56,69,Literary,Drama,3,1,3,Humanities
72,69,45,59,Business,Volunteering,3,1,5,Commerce
91,88,79,66,Artistic,Debating,5,5,4,Humanities
88,88,80,68,Technical,Robotics,5,3,5,Science
87,90,72,75,Literary,Drama,3,1,1,Humanities
72,92,83,57,Business,Finance Club,2,1,4,Commerce
100,80,75,70,Business,Finance Club,5,4,4,Commerce
86,79,63,89,Business,Volunteering,5,4,5,Science
82,70,71,56,Business,Finance Club,3,1,1,Commerce
85,77,74,70,Artistic,Volunteering,3,4,3,Humanities
65,97,60,78,Artistic,Drama,4,2,5,Humanities
81,76,73,77,Business,Finance Club,4,2,3,Commerce
68,81,89,74,Business,Finance Club,5,2,4,Commerce
68,64,87,76,Business,Finance Club,2,4,4,Commerce
73,79,65,52,Business,Volunteering,2,3,4,Commerce
87,100,80,70,Literary,Volunteering,5,3,3,Science
73,91,79,80,Business,Volunteering,4,3,1,Science
55,71,86,83,Technical,Robotics,4,4,1,Science
81,82,80,59,Business,Volunteering,4,1,1,Science
76,90,77,86,Artistic,Debating,3,3,5,Humanities
87,75,78,64,Business,Entrepreneurship,3,1,4,Commerce
85,65,66,68,Technical,Volunteering,2,2,1,Science
71,68,60,79,Artistic,Drama,2,2,1,Humanities
75,79,74,62,Technical,Robotics,5,1,2,Science
62,63,71,73,Technical,Volunteering,4,4,4,Science
80,66,89,53,Business,Volunteering,3,2,3,Commerce
67,53,75,100,Literary,Drama,4,5,4,Humanities
74,74,64,68,Technical,Robotics,3,2,5,Science
71,82,87,72,Artistic,Debating,4,4,5,Humanities
85,84,63,62,Technical,Volunteering,5,1,1,Science
74,80,70,68,Business,Entrepreneurship,3,1,4,Commerce
68,70,76,85,Artistic,Debating,3,3,5,Humanities
89,81,70,57,Technical,Robotics,5,3,1,Science
75,43,80,87,Business,Volunteering,1,3,5,Commerce
66,68,61,87,Artistic,Drama,2,4,4,Humanities
63,77,74,79,Literary,Drama,2,3,1,Humanities
67,68,64,45,Literary,Drama,2,1,3,Humanities
70,72,78,84,Literary,Debating,2,4,1,Humanities
99,87,71,62,Artistic,Volunteering,5,2,1,Science
65,89,79,86,Artistic,Debating,4,4,5,Humanities
69,73,62,80,Technical,Robotics,2,4,4,Science
93,84,76,79,Technical,Robotics,5,5,1,Science
69,87,65,71,Artistic,Volunteering,4,2,3,Science
86,87,62,66,Artistic,Drama,5,2,2,Science
72,87,79,62,Technical,Robotics,4,2,4,Science
71,76,67,56,Artistic,Volunteering,2,3,1,Humanities
76,94,70,62,Technical,Robotics,5,1,4,Science
68,80,77,93,Artistic,Drama,2,4,5,Humanities
78,73,68,70,Technical,Volunteering,3,2,5,Science
76,61,74,60,Business,Entrepreneurship,1,2,5,Commerce
79,81,75,73,Artistic,Drama,4,3,3,Humanities
80,82,88,84,Technical,Robotics,4,4,5,Science
81,90,66,57,Technical,Volunteering,5,1,3,Science
60,75,70,83,Business,Finance Club,1,3,3,Commerce
69,56,65,68,Artistic,Drama,1,4,4,Humanities
86,52,67,94,Literary,Debating,2,4,1,Humanities
85,85,63,56,Artistic,Debating,2,3,2,Humanities
55,61,87,91,Artistic,Volunteering,1,4,5,Humanities
71,82,78,71,Literary,Debating,2,4,1,Humanities
82,87,82,75,Literary,Volunteering,4,2,1,Humanities
100,89,85,63,Literary,Volunteering,4,3,4,Science
68,62,94,80,Artistic,Volunteering,3,4,1,Humanities
57,70,76,68,Artistic,Drama,1,2,2,Humanities
79,70,61,61,Business,Finance Club,3,1,4,Commerce
63,50,60,63,Business,Volunteering,1,3,4,Commerce
92,72,72,76,Technical,Volunteering,4,3,5,Science
70,82,84,84,Technical,Volunteering,5,5,1,Science
69,65,72,80,Literary,Volunteering,4,5,2,Humanities
71,77,84,85,Artistic,Drama,2,5,5,Humanities
77,62,77,76,Technical,Volunteering,4,5,5,Science
74,45,67,50,Business,Volunteering,1,3,4,Commerce
74,85,92,80,Literary,Drama,3,4,5,Humanities
94,100,67,76,Literary,Drama,3,3,2,Humanities
67,75,54,65,Literary,Volunteering,3,1,4,Science
91,82,64,79,Artistic,Debating,3,4,5,Humanities
87,84,95,71,Technical,Robotics,4,4,3,Science
61,77,90,82,Literary,Debating,3,5,2,Humanities
79,81,88,68,Technical,Robotics,5,5,4,Science
73,74,86,65,Artistic,Drama,3,3,2,Humanities
80,99,71,53,Business,Finance Club,4,2,1,Science
71,84,56,78,Technical,Robotics,2,1,1,Science
59,83,73,58,Artistic,Drama,1,2,4,Humanities
72,68,63,61,Artistic,Volunteering,1,1,2,Humanities
78,67,78,81,Technical,Volunteering,4,3,4,Science
72,60,68,73,Business,Volunteering,3,2,4,Commerce
58,58,78,65,Business,Entrepreneurship,1,2,2,Commerce
88,89,82,85,Technical,Robotics,4,5,2,Science
65,45,93,77,Artistic,Debating,2,3,4,Humanities
77,74,64,64,Artistic,Debating,2,1,1,Humanities
75,77,95,79,Literary,Drama,3,5,1,Humanities
79,70,69,77,Business,Volunteering,1,3,5,Commerce
67,73,64,54,Business,Volunteering,2,3,4,Commerce
68,63,62,79,Literary,Volunteering,1,5,1,Humanities
57,68,71,46,Artistic,Drama,2,2,4,Humanities
57,68,63,62,Business,Finance Club,1,1,5,Commerce
51,58,88,80,Business,Entrepreneurship,2,4,5,Commerce
70,70,82,77,Artistic,Volunteering,2,4,1,Humanities
67,63,96,73,Artistic,Drama,2,5,5,Humanities
93,87,59,70,Technical,Robotics,4,2,3,Science
67,87,92,82,Technical,Volunteering,4,2,4,Science
74,64,79,70,Artistic,Debating,1,4,4,Humanities
72,77,72,60,Literary,Volunteering,2,3,3,Humanities
70,78,92,87,Artistic,Debating,3,4,4,Humanities
64,84,65,64,Technical,Volunteering,3,2,5,Science
95,83,82,78,Business,Finance Club,5,2,3,Commerce
56,67,84,65,Literary,Volunteering,2,3,2,Humanities
90,80,81,93,Business,Volunteering,3,5,4,Humanities
69,72,81,93,Technical,Robotics,4,4,1,Science
75,89,88,79,Technical,Robotics,4,5,2,Science
84,45,70,82,Artistic,Volunteering,2,4,1,Humanities
80,82,64,75,Literary,Drama,2,4,2,Humanities
81,93,71,85,Literary,Volunteering,4,2,2,Science
83,88,48,66,Literary,Debating,4,1,4,Science
70,61,65,79,Literary,Debating,1,1,1,Humanities
73,54,47,88,Literary,Volunteering,1,2,5,Humanities
75,61,73,60,Business,Volunteering,2,1,4,Commerce
78,59,66,72,Literary,Volunteering,1,3,4,Humanities
85,95,89,100,Technical,Volunteering,4,4,4,Science
99,64,89,62,Technical,Volunteering,4,3,2,Science
70,86,67,81,Artistic,Debating,4,5,1,Humanities
88,75,86,80,Artistic,Volunteering,2,3,2,Humanities
76,97,69,87,Technical,Volunteering,4,3,5,Science
64,88,83,76,Literary,Volunteering,3,1,4,Humanities
58,70,75,66,Artistic,Debating,2,4,2,Humanities
70,66,71,71,Business,Volunteering,3,1,5,Commerce
54,63,67,82,Business,Finance Club,2,4,1,Humanities
70,64,81,70,Business,Volunteering,1,1,5,Commerce
60,86,73,67,Business,Volunteering,3,2,4,Commerce
49,61,84,85,Artistic,Volunteering,2,3,2,Humanities
68,99,63,62,Artistic,Volunteering,3,2,1,Science
74,75,86,89,Artistic,Debating,1,4,4,Humanities
75,89,56,92,Artistic,Volunteering,5,2,2,Science
82,78,61,84,Artistic,Drama,5,3,4,Humanities
71,74,71,73,Business,Volunteering,2,3,3,Commerce
72,76,86,82,Technical,Robotics,5,5,2,Science
65,65,73,64,Technical,Robotics,4,4,1,Science
100,87,91,86,Technical,Volunteering,5,5,4,Science
77,72,87,75,Technical,Volunteering,5,3,4,Science
94,74,83,70,Technical,Robotics,5,2,4,Science
71,79,100,94,Technical,Volunteering,4,5,4,Humanities
86,97,85,76,Artistic,Debating,3,4,1,Humanities
73,63,79,76,Literary,Volunteering,2,2,5,Humanities
83,63,63,95,Literary,Volunteering,3,5,2,Humanities
81,80,71,79,Technical,Robotics,4,2,4,Science
81,85,74,74,Technical,Volunteering,3,3,1,Science
72,74,77,93,Literary,Volunteering,2,3,3,Humanities
64,66,72,73,Artistic,Volunteering,1,3,3,Humanities
85,93,66,58,Business,Finance Club,4,4,1,Science
77,78,83,67,Artistic,Volunteering,1,4,3,Humanities
98,82,58,91,Artistic,Debating,3,4,2,Humanities
57,80,73,64,Literary,Drama,1,1,5,Humanities
64,65,83,83,Technical,Robotics,1,2,3,Science
65,62,59,73,Literary,Volunteering,2,1,5,Humanities
74,64,100,89,Artistic,Drama,2,5,1,Humanities
60,69,82,71,Literary,Volunteering,1,3,5,Humanities
75,82,88,79,Literary,Volunteering,4,5,2,Humanities
70,73,73,98,Literary,Volunteering,1,5,1,Humanities
78,73,71,80,Literary,Volunteering,3,2,4,Humanities
84,70,95,75,Technical,Volunteering,4,5,3,Science
63,70,59,59,Literary,Volunteering,3,1,3,Science
81,67,75,80,Artistic,Volunteering,3,4,1,Humanities
62,88,79,85,Artistic,Drama,2,4,2,Humanities
73,87,68,72,Artistic,Debating,3,2,2,Humanities
56,52,74,72,Business,Entrepreneurship,1,3,4,Commerce
82,76,55,79,Technical,Robotics,4,4,3,Science
64,66,99,99,Artistic,Debating,2,5,5,Humanities
84,56,81,91,Business,Finance Club,1,4,3,Commerce
83,55,66,51,Business,Volunteering,3,1,1,Commerce
80,82,56,68,Technical,Volunteering,5,3,2,Science
81,77,61,78,Business,Finance Club,4,3,1,Science
62,64,80,64,Business,Entrepreneurship,1,2,5,Commerce
64,77,63,66,Technical,Volunteering,2,2,4,Science
64,53,65,58,Business,Volunteering,3,2,1,Commerce
74,59,78,80,Business,Volunteering,3,3,5,Commerce
99,79,71,88,Technical,Robotics,5,5,3,Science
77,89,82,76,Literary,Debating,2,3,3,Humanities
59,55,60,74,Business,Volunteering,1,4,1,Humanities
70,90,66,83,Artistic,Debating,1,2,5,Humanities
72,75,78,79,Literary,Drama,3,4,1,Humanities
68,57,74,68,Business,Entrepreneurship,1,2,1,Commerce
84,61,77,79,Business,Volunteering,1,3,4,Commerce
73,84,57,81,Technical,Volunteering,4,5,1,Science
72,68,92,78,Artistic,Volunteering,1,5,3,Humanities
89,90,62,82,Business,Entrepreneurship,5,4,3,Science
60,49,71,69,Technical,Robotics,2,1,2,Science
73,70,66,100,Artistic,Debating,3,4,4,Humanities
89,84,91,55,Technical,Robotics,4,2,3,Science
83,57,77,81,Technical,Robotics,2,2,4,Science
79,70,79,46,Literary,Volunteering,3,1,4,Commerce
97,83,80,68,Technical,Robotics,3,4,1,Science
65,50,67,77,Literary,Debating,1,4,5,Humanities
82,76,89,59,Technical,Robotics,5,2,2,Science
67,70,79,79,Artistic,Debating,3,4,2,Humanities
55,65,76,73,Technical,Volunteering,1,1,1,Science
64,72,70,67,Technical,Robotics,3,2,2,Science
83,74,64,70,Business,Finance Club,3,2,5,Commerce
80,89,62,76,Technical,Volunteering,5,2,1,Science
71,75,57,69,Technical,Robotics,4,1,3,Science
63,86,67,73,Literary,Debating,2,4,5,Humanities
90,77,83,83,Business,Volunteering,5,5,5,Commerce
72,55,95,66,Business,Entrepreneurship,1,5,5,Commerce
94,100,60,60,Technical,Volunteering,4,1,1,Science
78,75,72,89,Artistic,Drama,2,5,5,Humanities
44,63,76,63,Business,Volunteering,1,1,5,Commerce
77,67,69,71,Artistic,Volunteering,3,2,1,Humanities
74,65,88,93,Technical,Volunteering,3,4,4,Humanities
83,55,57,69,Business,Entrepreneurship,2,2,2,Commerce
61,81,56,82,Artistic,Volunteering,2,3,3,Humanities
79,71,85,90,Business,Finance Club,4,5,3,Commerce
72,67,69,58,Business,Entrepreneurship,1,2,3,Commerce
60,62,69,87,Artistic,Debating,1,4,5,Humanities
62,66,82,68,Artistic,Debating,3,5,1,Humanities
79,89,72,90,Technical,Robotics,5,5,2,Science
74,94,92,77,Technical,Volunteering,5,1,5,Science
75,65,77,57,Business,Volunteering,2,2,3,Commerce
70,80,65,77,Literary,Volunteering,2,5,2,Humanities
75,76,68,69,Literary,Debating,3,1,1,Humanities
79,91,83,67,Technical,Robotics,4,3,5,Science
76,60,79,86,Artistic,Volunteering,1,4,2,Humanities
71,92,75,55,Business,Entrepreneurship,3,1,3,Commerce
52,70,73,86,Literary,Drama,1,1,2,Humanities
85,85,91,91,Technical,Volunteering,4,5,4,Science
89,82,75,89,Literary,Volunteering,3,5,1,Humanities
85,88,100,73,Artistic,Drama,4,5,4,Humanities
100,78,84,70,Literary,Volunteering,5,2,4,Science
73,41,77,76,Technical,Volunteering,2,4,2,Humanities
92,69,56,80,Artistic,Drama,3,3,3,Humanities
100,98,69,60,Technical,Volunteering,5,1,3,Science
60,60,59,60,Business,Finance Club,1,1,1,Commerce
76,95,77,92,Technical,Robotics,4,4,5,Science
67,88,68,92,Technical,Robotics,5,5,1,Science
69,90,78,79,Technical,Volunteering,5,4,3,Science
77,74,94,83,Technical,Volunteering,5,4,5,Science
83,67,73,58,Literary,Volunteering,2,1,4,Commerce
64,75,86,92,Artistic,Drama,1,4,5,Humanities
71,77,66,74,Technical,Volunteering,5,4,3,Science
69,65,61,82,Technical,Robotics,4,5,1,Science
71,61,76,71,Business,Volunteering,2,2,5,Commerce
62,55,78,56,Business,Finance Club,1,1,3,Commerce
75,90,72,80,Technical,Volunteering,4,3,4,Science
78,74,97,80,Technical,Robotics,5,2,3,Science
80,86,82,61,Artistic,Debating,5,5,1,Humanities
80,95,87,53,Technical,Volunteering,5,3,4,Science
73,66,68,78,Business,Volunteering,2,2,5,Commerce
70,87,68,72,Business,Finance Club,1,3,4,Commerce
77,73,77,82,Technical,Robotics,2,5,1,Science
58,84,56,60,Business,Volunteering,2,1,1,Science
100,66,69,80,Artistic,Debating,3,3,2,Humanities
